0.000000000000000000e+00,0.000000000000000000e+00
9.934283060224653739e-02,-2.765286023423693326e-02
2.288805382223850216e-01,2.769531110473681945e-01
1.820498632777178272e-01,2.301257196575320907e-01
4.978924263791961180e-01,3.836126654881138465e-01
4.039975491922057071e-01,4.921246742053068113e-01
3.113140106297132559e-01,3.989787234912554048e-01
3.597064649429200789e-01,1.632267455969582670e-02
1.472289844031349215e-02,-9.613483128849871495e-02
-1.878433256265712725e-01,-3.328536476944393696e-02
-3.694481407308134457e-01,-3.157461050365022448e-01
-7.631838694650261434e-02,-3.609013651338093820e-01
-6.281274600891784132e-02,-6.458510023765007269e-01
-1.716892909139543788e-01,-6.236664844345275460e-01
-4.018880063984149320e-01,-5.485268807653931322e-01
-5.220157443821759058e-01,-6.068656307240485326e-01
-6.423570668280552676e-01,-2.364099938222609665e-01
-6.450565117756420497e-01,-4.479521796134410261e-01
-4.805475293550042215e-01,-6.921209096076454959e-01
-4.387748103540531353e-01,-1.084054934383600566e+00
-7.044120201337392695e-01,-1.044682687209775862e+00
-5.567187041346571830e-01,-1.010409030971781696e+00
-5.798483606123052692e-01,-1.070629770089639443e+00
-8.755527586857907441e-01,-1.214598611768581193e+00
-9.676805128777482556e-01,-1.003174166524797961e+00
-8.989568549640559736e-01,-1.355782197597344751e+00
-8.341400610850969732e-01,-1.432798653680608103e+00
-9.695244611462887629e-01,-1.310463395912434548e+00
-7.633245566470985288e-01,-1.124207372089194745e+00
-9.311680612916262145e-01,-1.186049847259437628e+00
-8.649153750109134231e-01,-9.909408218349657904e-01
-9.607502225799714468e-01,-1.028072617167729241e+00
-1.182017217381177154e+00,-1.267313941983863490e+00
-1.019512052902337595e+00,-9.960659362696988595e-01
-1.033914077218404337e+00,-7.953593566912939838e-01
-9.615868722088775078e-01,-9.243833076123189052e-01
-8.893077511071947328e-01,-6.167759943191251093e-01
-8.964729589291849932e-01,-3.038472631563238213e-01
-1.420421979747133800e+00,-1.394667622812790497e-01
-1.403012566099499647e+00,-1.992682323744525419e-01
-1.384660410792399210e+00,-5.967820152946311518e-01
-1.428594788359901502e+00,-5.253595009922819026e-01
-1.133015979411598373e+00,-6.290135446470114244e-01
-1.294714699990235918e+00,-7.293649533639187110e-01
-1.111634276449821046e+00,-6.636147314319817969e-01
-1.217586317203228852e+00,-5.609612448093105330e-01
-1.198170807333620802e+00,-3.672322467027326898e-01
-1.338581426109091366e+00,-4.327646760222863542e-01
-1.417003056735522959e+00,-7.254676656487100139e-01
-1.357779001322607648e+00,-6.732566112127321700e-01
-1.356756309994115561e+00,-7.201740378877615756e-01
-1.639830458404198499e+00,-8.043031024408333618e-01
-1.708373361709552452e+00,-9.647585562851571650e-01
-1.740630504042754323e+00,-8.839483849222494749e-01
-1.363393323800648371e+00,-8.490328223558817333e-01
-1.311883245656095598e+00,-8.639220055091151318e-01
-1.695637488715903807e+00,-8.692247805989584686e-01
-1.683591446727698449e+00,-3.765763581019012096e-01
-1.722063639683923064e+00,-3.162668896351786829e-01
-1.729005993624971760e+00,-5.500024971590851131e-01
-1.500441430721967562e+00,-3.996158906217303075e-01
-1.342235041313358135e+00,-5.814933815806780926e-01
-1.061676179126138209e+00,-8.618635941391342703e-01
-9.443047603660841283e-01,-4.237724689771385500e-01
-1.142412025392221864e+00,-5.370320148976929220e-01
-1.122481752374693720e+00,-6.377271457209328087e-01
-1.432614438587920258e+00,-6.240145507597273378e-01
-1.645075181333141234e+00,-5.292960646326909657e-01
-1.828960028179901887e+00,-2.193091836291830576e-01
-1.985610686647149237e+00,-2.837214868703181736e-01
-1.822907243173215175e+00,-5.298943501571091730e-01
-1.777415256252389275e+00,-2.684657993006235310e-01
-2.098911903164634829e+00,-2.315390275941626719e-01
-2.046935344314950278e+00,-7.517445323870058926e-02
-2.294325486490566668e+00,-3.392657758555558400e-01
-2.189937173367187295e+00,-2.798688412089186395e-01
-2.139838603298012121e+00,-2.105791993095235126e-01
-2.275843547613710438e+00,-1.641284598773228021e-01
-2.217229052953974211e+00,-3.069987434825963701e-01
-1.844074150725022898e+00,-2.122321593002388651e-01
-2.082334850165552531e+00,-8.092143757347292077e-02
-2.277271184211016930e+00,7.649548317501750350e-02
-2.045552068409536073e+00,-8.764098049532459411e-02
-1.852876842560671644e+00,-5.084795108024925403e-03
-1.688464810561773666e+00,3.742738014227645627e-01
-1.737542433762347738e+00,2.235265685512666245e-01
-1.915445319687452352e+00,6.036451155817895708e-02
-1.930865661570273284e+00,1.285949065215077347e-01
-1.875527501704269406e+00,2.940315563287124734e-01
-1.872927123328687937e+00,5.847383717601758457e-01
-1.925858489976279175e+00,1.128772205078099500e+00
-1.800725020423277867e+00,9.573406937948429896e-01
-2.014903520035500328e+00,1.053835176843480159e+00
-2.059596077100670719e+00,1.196635275661898534e+00
-1.964948552185961761e+00,1.182069493130524007e+00
-2.134307295799642734e+00,8.791000481933510802e-01
-2.223610286213046905e+00,1.050379807058045678e+00
-2.180791537387006152e+00,8.012320513156481194e-01
-2.146155352216769785e+00,8.782955272614154651e-01
-2.322926839456996184e+00,9.090405484505210687e-01
-2.311285095767796172e+00,6.804464888843964054e-01
-2.239727623698139602e+00,7.926033941580432618e-01
-2.023117375063084200e+00,1.003363804565023942e+00
-2.298651248654502322e+00,8.157987965819993859e-01
-2.195644195212770544e+00,9.185559867644411680e-01
-2.092634657951561117e+00,1.689102284895385608e+00
-1.978456555812927675e+00,1.916215412931505435e+00
-1.787656203114287301e+00,2.046493663192665124e+00
-1.850710052042356502e+00,2.198287507291318832e+00
-2.005275094949870773e+00,2.150923785943317235e+00
-2.102347804515691365e+00,2.167298613820581643e+00
-1.639416091180989632e+00,1.793845575302231987e+00
-1.502164053106086916e+00,1.471302401064301657e+00
-1.596550426263973588e+00,1.689092520457774915e+00
-1.583694422444881011e+00,1.473543564871913736e+00
-1.726755164296874590e+00,1.609463114658848948e+00
-1.872828490640301879e+00,1.652754832575243915e+00
-1.863714122659539063e+00,1.522434763054080431e+00
-1.434925304794473888e+00,1.649218567517682699e+00
-1.839953822125995231e+00,1.686509430471568205e+00
-1.972311115079672827e+00,1.856996097430813064e+00
-2.130815262766212914e+00,1.834048809137433178e+00
-2.029817806970121374e+00,2.007199847971457451e+00
-2.269877088381276664e+00,1.940299600803267799e+00
-2.364866150613468054e+00,1.809633754288525465e+00
-2.011775302557248679e+00,1.890630096480716560e+00
-2.263952093424257850e+00,2.074202485891671888e+00
-1.839520854021731155e+00,2.280695538001901390e+00
-2.143394847212533705e+00,2.183848723428650995e+00
-1.890012617375209203e+00,2.042314830304894802e+00
-1.801248731745963561e+00,2.197241640990762246e+00
-1.986634826061580039e+00,2.185336569778402183e+00
-2.634888294075394377e+00,1.980459041511544171e+00
-2.685401924354026360e+00,1.730902405118574183e+00
-2.358919663567699221e+00,1.444874129526447559e+00
-2.446928560907096095e+00,1.471022244983665850e+00
-2.158673903093872859e+00,1.183849814747778062e+00
-1.926041152662880895e+00,1.185896426951695393e+00
-2.122342882872470859e+00,1.278317121804349643e+00
-2.082530943757777031e+00,1.158273746372590729e+00
-2.068570526759773376e+00,1.081211027000238634e+00
-2.045867057709523706e+00,1.213637161904447925e+00
-1.728663694480453206e+00,9.660740621390780936e-01
-1.302057019549199834e+00,5.756565022345776494e-01
-1.332414038556316571e+00,6.933199435314929548e-01
-1.276215665009309941e+00,5.687800395673742182e-01
-1.317840115080765040e+00,4.701798526356076313e-01
-1.435713066469607391e+00,6.401002720398125678e-01
-1.364309969276597867e+00,5.015183529876816593e-01
-1.184389994189947615e+00,5.629782571630035370e-01
-1.021817570422155708e+00,6.889040255477260066e-01
-1.187616572606570164e+00,5.768678175083320481e-01
-1.038157851581917868e+00,6.989418705950249944e-01
-1.042338170374747408e+00,7.224073472567813514e-01
-7.868051912170623829e-01,6.040930694896153863e-01
-6.773857149830547764e-01,5.636545390028365743e-01
-7.209219556284988117e-01,7.834099094002746622e-01
-5.558386858308927980e-01,9.461118366004024338e-01
-2.947429244000269732e-01,9.503126049269542408e-01
-1.583523301410341977e-01,8.882592536082630774e-01
-9.351905964334576715e-02,8.622306427347261604e-01
-7.411986664480213483e-02,9.812620478221089071e-01
-2.377640032914966617e-01,1.399739502959201021e+00
-4.389674795914370597e-01,1.156901780401654589e+00
-2.073453048914234986e-01,1.315234319194241719e+00
-8.252134148099246613e-02,1.440903421047097677e+00
-8.497069605037539664e-02,1.261452546749931347e+00
-6.980978441163013248e-02,1.126020204447508943e+00
1.252141622719201153e-01,1.096608728147081102e+00
-3.988527708658221038e-02,1.032331559816482391e+00
4.270101376854265607e-02,9.195866492556874494e-01
-1.217430653447436339e-01,9.683240915540699545e-01
-7.274975112299908453e-02,8.669354564798439355e-01
-1.669574122466636612e-01,9.133454439513711831e-01
-4.565742805461284748e-01,6.318526890760600701e-01
-6.002631247966156991e-01,5.891632587336905758e-01
-5.380816116770147373e-01,8.842345021236009961e-01
-3.665496870366108384e-01,8.522467961309155848e-01
-3.703529286171485801e-01,6.517409232033537503e-01
-3.740555558156265503e-01,5.940091954193260637e-01
-3.095118437480086637e-01,4.285630067088614936e-01
-2.056425408997741844e-01,7.351107893093771217e-01
-2.273945705911457060e-01,8.154531337291653914e-01
-8.936577224892319760e-02,7.352090393519981060e-01
-4.454727588683984191e-02,7.377275195083571324e-01
-2.501205617707349602e-02,5.831255627372637917e-01
-2.011002132528495398e-02,6.827252209863536869e-01
2.701187002337234189e-01,8.745793862033950372e-01
7.007551917360347327e-01,7.211098736257851582e-01
8.752193190801703659e-01,7.577782747734554958e-01
1.313179905723704799e+00,5.961186177024251354e-01
1.145235537287549565e+00,4.762400886136207157e-01
7.204563924255882323e-01,3.710890842774685061e-01
5.686298601148486176e-01,4.011678415727100155e-01
6.369810552702804829e-01,7.764020094158872176e-01
8.270658229074905332e-01,6.610212782834066214e-01
6.473828886378188985e-01,7.594051125847077754e-01
3.833362472336904747e-01,1.125696865755578591e+00
